store_id,reward_points
US8346,187
US8347,248
US8349,572
US8353,114
US8356,122
US8357,3
US8360,556
US8364,1026
US8369,91
US8370,273
US8371,338
US8375,46
US8376,31
US8377,45
US8379,1129
US8380,77
US8381,66
US8392,217
US8394,165
US8422,44
US8447,65
US8450,75
US8453,1074
US8455,30
US8458,72
US8461,3
US8464,1457
US8468,19
US8470,1912
US8473,178
US8475,630
US8479,525
US8480,453
US8486,174
US8488,3488
US8492,493
US8493,136
US8494,176
US8495,119
US8496,15
US8503,3580
US8506,508
US8514,13
US8519,151
US8527,180
US8529,919
US8530,4139
US8539,381
US8540,578
US8543,135
US8552,113
US8557,675
US8562,454
US8568,75
US8569,135
US8571,10
US8577,1121
US8579,362
US8585,325
US8587,913
US8589,188
US8590,225
US8591,142
US8596,96
US8598,115
US8599,2141
US8604,10
US8605,145
US8606,17
US8607,88
US8610,695
US8612,128
US8616,670
US8619,15
US8623,40
US8627,303
US8629,99
US8643,730
US8649,439
US8651,11
US8658,85
US8660,31
US8666,190
US8668,145
US8674,94
US8675,14
US8679,379
US8681,229
US8690,831
US8692,112
US8696,303
US8702,16
US8703,13
US8707,98
US8708,35
US8711,20
US8712,66
US8716,9
US8718,101
US8719,47
US8725,11
US8731,93
US8733,93
US8736,80
US8739,400
US8745,916
US8746,84
US8748,132
US8750,19
US8751,88
US8752,11
US8753,390
US8755,95
US8756,101
US8759,82
US8761,508
US8769,38
US8770,174
US8773,31
US8776,316
US8784,17
US8790,11
US8795,149
US8798,55
US8799,184
US8804,22
US8808,17
US8809,11
US8814,127
US8817,17
US8818,11
US8821,57
US8822,23
US8824,199
US8828,576
US8831,14
US8832,270
US8841,266
US8843,112
US8844,387
US8849,11
US8865,96
US8867,1315
US8868,24
US8873,307
US8874,166
US8881,11
US8882,30
US8883,91
US8885,11
US8888,207
US8891,178
US8896,745
US8897,96
US8900,709
US8903,30
US8905,117
US8911,10
US8912,263
US8913,10
US8914,835
US8920,141
US8923,35
US8925,458
US8928,1621
US8931,87
US8933,155
US8943,12
US8946,642
US8948,6
US8949,66
US8953,10
US8956,288
US8975,200
US8979,134
US8982,500
US8983,2023
US8988,13
US8991,46
US8996,590
US9006,20
US9009,1885
US9014,251
US9015,25
US9019,2215
US9022,21
US9024,2230
US9029,916
US9032,429
US9033,70
US9036,201
US9046,596
US9048,75
US9049,351
US9051,501
US9053,326
US9058,646
US9059,86
US9063,34
US9064,12
US9065,110
US9066,401
US9069,30
US9072,4
US9073,76
US9074,10
US9080,1125
US9081,28
US9084,114
US9085,151
US9086,497
US9087,11
US9091,163
US9092,132
US9095,35
US9096,310
US9098,354
US9099,75
US9103,148
US9104,148
US9108,1
US9109,307
US9110,33
US9113,33
US9116,9
US9117,181
US9119,88
US9122,2
US9125,120
US9127,302
US9128,266
US9129,132
US9134,99
US9135,119
US9137,1198
US9143,33
US9148,87
US9155,238
US9161,108
US9172,38
US9174,33
US9176,232
US9181,808
US9184,16
US9189,160
US9205,157
US9210,12
US9226,141
US9229,57
US9231,32
US9232,28893
US9238,134
US9241,15
US9243,108
US9244,116
US9245,23
US9247,267
US9248,28
US9253,219
US9255,1068
US9256,79
US9266,45
US9273,355
US9274,103
US9279,4
US9284,44
US9286,409
US9288,233
US9293,48
US9294,1176
US9296,194
US9299,645
US9300,20
US9304,23
US9305,2
US9310,41
US9318,10
US9324,207
US9325,505
US9326,26
US9328,115
US9330,11
US9331,456
US9334,2
US9338,587
US9342,382
US9344,135
US9346,14
US9348,260
US9350,64
US9351,16
US9353,14
US9364,160
US9371,1315
US9372,1252
US9376,1
US9377,731
US9379,3631
US9388,56
US9395,134
US9403,47
US9406,27
US9409,494
US9410,29
US9413,31
US9416,25
US9419,24
US9421,22
US9425,300
US9428,544
US9430,87
US9433,34
US9435,434
US9436,22
US9438,864
US9442,187
US9443,538
US9444,80
US9446,73
US9447,583
US9452,36
US9456,31
US9458,17
US9459,1382
US9462,264
US9465,45
US9468,73
US9469,188
US9478,28
US9484,659
US9488,1467
US9492,138
US9494,591
US9496,1723
US9499,14
US9504,259
US9505,180
US9509,357
US9511,38
US9512,128
US9514,99
US9515,138
US9516,149
US9520,696
US9525,44
US9528,49
US9530,21
US9531,191
US9532,510
US9533,387
US9534,406
US9535,28
US9537,73
US9538,46
US9539,304
US9543,141
US9550,675
US9552,11
US9557,327
US9559,306
US9561,28
US9564,62
US9565,11
US9568,13
US9570,135
US9571,94
US9578,653
US9581,144
US9593,331
US9597,12
US9598,288
US9603,2855
US96054008,58
US96054009,22
US96054017,16
US96054026,13
US96054031,64
US96054033,25
US96054038,80
US96054048,13
US96054052,12
US96054054,10
US96054056,37
US96054063,30
US96054066,20
US96054068,81
US96054078,11
US96054083,23
US96054084,121
US96054090,143
US96054095,224
US96054096,63
US96054103,14
US96054104,226
US96054106,12
US96054115,81
US96054120,318
US96054131,330
US96054137,63
US96054150,16
US96054154,14
US96054155,16
US96054157,632
US96054158,394
US96054162,22
US96054174,10
US96054177,11
US96054195,13
US96054211,49
US96054218,960
US96054219,11
US96054223,199
US96054228,30
US96054237,55
US96054238,324
US96054242,16
US96054245,75
US96054251,27
US96054253,41
US96054255,35
US96054262,99
US96054269,1539
US96054275,755
US96054276,279
US96054277,32
US96054278,12
US96054279,43
US96054284,12
US96054288,153
US96054296,13
US96054299,86
US96054300,107
